2019rank,name,url,linkedin,city,state,country,phone,interview,growth,leadinvestor,july2018employees,feb2019employees,6monthincrease
829,Patriot Software,patriotsoftware.com,https://www.linkedin.com/company/patriot-software,Canton,OH,USA,,,,,65,64,-1.54%
830,Patriot Software,PatriotSoftware.com,https://www.linkedin.com/company/patriot-software/,Canton,OH,,330-455-9218,,,,65,64,-1.54%
831,BizInsight,biznetsoftware.com,https://www.linkedin.com/company/biznetsoftware/,Dallas,TX,,888.803.5227,,,,65,64,-1.54%
832,CallSource,callsource.com,http://www.linkedin.com/company/callsource,Westlake Village,CA,,800-500-4433,,,,192,189,-1.56%
833,Demandbase,demandbase.com,http://www.linkedin.com/company/demandbase,San Francisco,CA,,415-683-2660,,,Scale/Sutter Hill,327,322,-1.53%
834,Mavenlink,mavenlink.com,http://www.linkedin.com/company/mavenlink,Irvine,CA,,949.336.7610,,,Goldman/Carrick,326,321,-1.53%
835,BoomTown,boomtownroi.com,http://www.linkedin.com/company/boomtown---real-estate-web-platform,Charleston,SC,,844-741-7133,,,,256,252,-1.56%
836,Sencha,sencha.com,http://www.linkedin.com/company/sencha-inc,Redwood City,CA,,650-299-9550,,,,61,60,-1.64%
837,WoodWing Elvis DAM,woodwing.com,http://www.linkedin.com/company/woodwing,Detroit,MI,,313.962.0542,,,,121,119,-1.65%
838,PCRecruiter,pcrecruiter.net,http://www.linkedin.com/company/main-sequence-technology,Willoughby,OH,,440.946.5214,,,,58,57,-1.72%
839,Hot Prospector,hotprospector.com,http://www.linkedin.com/company/hot-prospector,San Francisco,CA,,408-667-2239,,,,54,53,-1.85%
840,ClearView CRM,softrek.com,http://www.linkedin.com/company/softrek-corporation,Amherst,NY,,,,,,52,51,-1.92%
841,iRise,irise.com,http://www.linkedin.com/company/irise,El Segundo,CA,,,,,,51,50,-1.96%
842,CollabNet,collab.net,http://www.linkedin.com/company/collabnet-inc,San Francisco,CA,,650-228-2500,,,NVP,265,260,-1.89%
843,ChannelAdvisor,channeladvisor.com,http://www.linkedin.com/company/channeladvisor,Morrisville,NC,,919-228-4700,,,NEA/Blue Sky,822,808,-1.70%
844,AlienVault USM,alienvault.com,http://www.linkedin.com/company/alienvault,San Mateo,CA,,650.713.3333,,,IVP/Trident,367,360,-1.91%
845,MicroMain CMMS,micromain.com,http://www.linkedin.com/company/micromain-corporation,Austin,TX,,512-328-3235,,,,48,47,-2.08%
846,Fishbowl Inventory,fishbowlinventory.com,http://www.linkedin.com/company/fishbowl,Orem,UT,,,,,,144,141,-2.08%
847,ConnectAndSell,connectandsell.com,http://www.linkedin.com/company/connectandsell-inc,San Mateo,CA,,888-240-7377,,,,93,91,-2.15%
848,retreavor,retreavor.com,https://www.linkedin.com/company/retriever,Toronto,ON,,,,,,191,187,-2.09%
849,CloudCherry,getcloudcherry.com,https://www.linkedin.com/company/cloudcherry,Salt Lake City,UT,,,,,IDG/Vertez,92,90,-2.17%
850,Adaptive Insights,adaptiveinsights.com,http://www.linkedin.com/company/adaptive-insights,Palo Alto,CA,,650-528-7500,,,Bessemer/Norwest,561,550,-1.96%
851,MessageGears,messagegears.com,http://www.linkedin.com/company/messagegears-llc,Atlanta,GA,,866-611-9844,,,,45,44,-2.22%
852,DataXu,dataxu.com,http://www.linkedin.com/company/dataxu,Boston,MA,,857-244-6200,,,Sky/Thomvest,383,375,-2.09%
853,PageFreezer,pagefreezer.com,http://www.linkedin.com/company/pagefreezer-software-inc-,Vancouver,BC,,888-916-3999,,,,43,42,-2.33%
854,Kooomo,Kooomo.com,https://www.linkedin.com/company/kooomo,Dublin,IRE,,,,,,43,42,-2.33%
855,KiSSFLOW,kissflow.com,https://www.linkedin.com/company/kissflow,Chennai,TN,,650-394-7227,,,,42,41,-2.38%
856,A2Z,a2zinc.net,http://www.linkedin.com/company/a2z-inc,Columbia,MD,,410-740-9200,,,,171,167,-2.34%
857,Convertkit,convertkit.com,https://www.linkedin.com/company/convertkit,,,,866- 800- 0363,,https://convertkit.baremetrics.com/stats/arr,,41,40,-2.44%
858,Maitre'D,maitredpos.com,http://www.linkedin.com/company/posera,Seattle,WA,,206-364-8686,,,,81,79,-2.47%
859,SmashFly,smashfly.com,http://www.linkedin.com/company/smashfly-technologies,Concord,MA,,888-282-3092,,,,162,158,-2.47%
860,Igloo,igloosoftware.com,http://www.linkedin.com/company/igloo-software,Kitchener,ON,,519.885.2444,,,,161,157,-2.48%
861,GoodData,gooddata.com,http://www.linkedin.com/company/gooddata,San Francisco,CA,,415-200-0186,,,Intel/Andreessen,337,329,-2.37%
862,Advanced Solutions International,advsol.com,http://www.linkedin.com/company/advanced-solutions-international-inc.,Alexandria,VA,,,,,,200,195,-2.50%
863,Percolate,percolate.com,http://www.linkedin.com/company/percolate-inc,New York,NY,,646-586-9878,,,Lightspeed/Sequoia,230,224,-2.61%
864,Triniti,triniti.com,http://www.linkedin.com/company/triniti-corporation,San Jose,CA,,858-780-0183,,,,353,344,-2.55%
865,AdHawk,adhawk.com,https://www.linkedin.com/company/adhawk/,New York,NY,USA,508) 863-6524,,,Techstars,73,71,-2.74%
866,Carlson Civil,carlsonsw.com,http://www.linkedin.com/company/carlson-software,Maysville,KY,,606.564.5028,,,,111,108,-2.70%
867,Zenefits,zenefits.com,http://www.linkedin.com/company/zenefits,San Francisco,CA,,888.249.3263,,,Y Combinator/Andreessen Horowitz,659,643,-2.43%
868,Libris,libris.photoshelter.com,https://www.linkedin.com/company/photoshelter,New York,NY,,212 206 0808,,,,108,105,-2.78%
869,Engagio,engagio.com,http://www.linkedin.com/company/engagio,San Mateo,CA,,650.487.2050,,,Storm/Norwest,69,67,-2.90%
870,MarcomCentral,marcom.com,http://www.linkedin.com/company/marcomcentral,Solana Beach,CA,,,,,,105,102,-2.86%
871,Moxie,gomoxie.com,http://www.linkedin.com/company/moxie,San Bruno,CA,,800.474.1149,,,,136,132,-2.94%
872,Liquid Web,liquidweb.com,http://www.linkedin.com/company/liquid-web,Lansing,MI,,800.580.4985,,,Madison Dearborn,443,431,-2.71%
873,Affinity Photo,affinity.serif.com,https://www.linkedin.com/company/serif-europe-limited,Wirral,ENG,,44 (0) 115 914 9006,,,,67,65,-2.99%
874,Maintenance Connection,maintenanceconnection.com,http://www.linkedin.com/company/maintenance-connection-inc.,Davis,CA,,888-567-3434,,,,101,98,-2.97%
875,SkillSurvey,skillsurvey.com,http://www.linkedin.com/company/skillsurvey,Berwyn,PA,,610-947-6300,,,,99,96,-3.03%
876,Jostle,jostle.me,https://www.linkedin.com/company/jostle-corporation,Vancouver,BC,,604-566-9520,,,,65,63,-3.08%
877,4C,4Cinsights.com,http://www.linkedin.com/company/4c-insights,Chicago,IL,,312-670-2400,,,Kayne/Jump,234,227,-2.99%
878,InsideView,insideview.com,http://www.linkedin.com/company/insideview-inc,San Francisco,CA,,415-728-9300,,,Foundation/Emergence,305,296,-2.95%
879,Chef,chef.io,https://www.linkedin.com/company/chef-software,Seattle,WA,,,,,Draper/Battery,332,322,-3.01%
880,Syncplicity,syncplicity.com,http://www.linkedin.com/company/syncplicity,Santa Clara,CA,,888.908.4276,,,,62,60,-3.23%
881,Dundas BI,dundas.com,http://www.linkedin.com/company/dundas-data-visualization-inc-,Toronto,ON,,416.467.5100,,,,62,60,-3.23%
882,SparkPost,sparkpost.com,http://www.linkedin.com/company/sparkpost,San Francisco,CA,,877-887-3031,,,Square 1/NewSpring,296,287,-3.04%
883,SugarCRM,sugarcrm.com,http://www.linkedin.com/company/sugarcrm,Cupertino,CA,,408-454-6900,,,Draper/NEA,422,409,-3.08%
884,WizIQ LMS,wiziq.com,http://www.linkedin.com/company/wiziq,Gurugram,,,,,,Kaizen,249,241,-3.21%
885,Sift Science,siftscience.com,https://www.linkedin.com/company/sift-science,San Francisco,CA,USA,,,,Y Combinator,185,179,-3.24%
886,Brightcove,brightcove.com,http://www.linkedin.com/company/brightcove,Boston,MA,,617-500-4947,,,Accel/Maverick,577,559,-3.12%
887,MindJet,mindjet.com,http://www.linkedin.com/company/mindjet,Pleasanton,CA,,415-229-4200,,,,113,109,-3.54%
888,Bluehost,bluehost.com,https://www.linkedin.com/company/bluehost-com/,Orem,UT,,801-765-9400,,,,283,273,-3.53%
889,ResponseTap,responsetap.com,http://www.linkedin.com/company/responsetap-limited,Manchester,,,800-138-7600,,,,81,78,-3.70%
890,TIBCO Spotfire,spotfire.tibco.com,http://www.linkedin.com/company/tibco-spotfire,Boston,MA,,617.702.1600,,,,186,179,-3.76%
891,Expensify,expensify.com,http://www.linkedin.com/company/expensify,San Francisco,CA,,800-745-9064,,,,156,150,-3.85%
892,Artesian Solutions,artesian.co,https://www.linkedin.com/company/artesian-solutions,Winnersh,ENG,,44 330 321 0101,,,,50,48,-4.00%
893,Optymyze,optymyze.com,http://www.linkedin.com/company/optymyze        ,,,,214-432-0633,,,Bootstrapped,631,609,-3.49%
894,Contently,contently.com,http://www.linkedin.com/company/contently,New York,NY,,888-301-1002,,,,206,198,-3.88%
895,Teamleader,teamleader.eu,https://www.linkedin.com/company/teamleader/,Ghent,EF,BEL,32 9 298 06 15,,,,179,172,-3.91%
896,Satmetrix,satmetrix.com,https://www.linkedin.com/company/satmetrix-systems,Redwood City,CA,,650-227-8300,,,Sutter Hill/Stanford,176,169,-3.98%
897,Talkable,Talkable.com,https://www.linkedin.com/company/talkable,San Francisco,CA,,,,,Y Combinator,73,70,-4.11%
898,Critical Mention,criticalmention.com,http://www.linkedin.com/company/critical-mention,New York,NY,,212-398-1141,,,,73,70,-4.11%
899,Viber,viber.com,http://www.linkedin.com/company/viber-media-inc-,San Mateo,CA,,949.389.2000,,,,393,378,-3.82%
900,Fond,fond.co,https://www.linkedin.com/company/fond,San Francisco,CA,,415-969-6563,,,DCM/FundersClub,48,46,-4.17%
901,TrackMaven,trackmaven.com,http://www.linkedin.com/company/trackmaven,Washington,DC,,425-409-9302,,,,72,69,-4.17%
902,Top Producer CRM,topproducer.com,http://www.linkedin.com/company/top-producer-systems,Richmond,,,800-830-8300,,,,249,239,-4.02%
903,Yesware,yesware.com,https://www.linkedin.com/company/yesware-inc-,Boston,MA,,855.937.9273,,,,95,91,-4.21%
904,Appcelerator,appcelerator.com,http://www.linkedin.com/company/appcelerator,Santa Clara,CA,,408-987-7000,,,,47,45,-4.26%
905,Alpha Anywhere,alphasoftware.com,http://www.linkedin.com/company/alpha-software,Burlington,MA,,781-229-4500,,,,46,44,-4.35%
906,ReachLocal,reachlocal.com,https://www.linkedin.com/company/reachlocal,Woodland Hills,CA,,,,,,968,934,-3.51%
907,HealthStream,healthstream.com,http://www.linkedin.com/company/healthstream,Nashville,TN,,615.301.3100,,,,761,733,-3.68%
908,Near,near.co,https://www.linkedin.com/company/-near/,Singapore,SI,SIN,91 080 41694080,,,Sequoia,117,112,-4.27%
909,Broadbean,broadbean.com,http://www.linkedin.com/company/broadbean-technology,Newport Beach,CA,,949.706.8560,,,,212,203,-4.25%
910,ShopKeep POS,shopkeep.com,http://www.linkedin.com/company/shopkeep-pos,New York,NY,,800-820-9814,,,,262,251,-4.20%
911,Nextpoint,nextpoint.com,http://www.linkedin.com/company/nextpoint,Chicago,IL,,773-929-4000,,,,45,43,-4.44%
912,3CX Phone System,3cx.com,http://www.linkedin.com/company/3cx,Duluth,GA,,404-465-3660,,,,114,109,-4.39%
913,Octopus Deploy,octopus.com,https://www.linkedin.com/company/octopus-com,London,UK,,650.213.5770,,,,44,42,-4.55%
914,WebCEO,webceo.com,http://www.linkedin.com/company/web-ceo,London,UK,,44-800-404-8180,,,,66,63,-4.55%
915,Quantcast,quantcast.com,http://www.linkedin.com/company/quantcast,San Francisco,CA,,415-738-4755,,,CISCO/Polaris,840,808,-3.81%
916,BrightEdge,brightedge.com,http://www.linkedin.com/company/brightedge,San Mateo,CA,,650-627-3500,,,IVP/Battery,431,413,-4.18%
917,VidyoWorks,vidyo.com,http://www.linkedin.com/company/vidyo,Hackensack,NJ,,201.289.8597,,,Menlo/RHO,252,241,-4.37%
918,Klout,klout.com,http://www.linkedin.com/company/klout,San Francisco,CA,,415-520-3951,,,,43,41,-4.65%
919,Ad-Aware,adaware.com,https://www.linkedin.com/company/official-adaware,Montreal,QC,,,,,,43,41,-4.65%
920,ALEKS,aleks.com,http://www.linkedin.com/company/aleks-corporation,Irvine,CA,,714-245-7191,,,,110,105,-4.55%
921,Newforma,newforma.com,http://www.linkedin.com/company/newforma,Manchester,UK,,,,,,178,170,-4.49%
922,Imperva Incapsula,incapsula.com,https://www.linkedin.com/company/incapsula/,Redwood City,CA,,866.250.7659,,,,201,192,-4.48%
923,Siteimprove,siteimprove.com,http://www.linkedin.com/company/siteimprove,Minneapolis,MN,,855.748.3467,,,,565,541,-4.25%
924,HotSchedules,hotschedules.com,http://www.linkedin.com/company/hotschedules,Austin,TX,,512-219-1492,,,,447,427,-4.47%
925,eventmobi,eventmobi.com,http://www.linkedin.com/company/eventmobi,Toronto,ON,,416-915-4393,,,Bootstrapped,81,77,-4.94%
926,Targetprocess,targetprocess.com,https://www.linkedin.com/company/targetprocess-inc-,Buffalo,NY,,877.718.2617,,,,101,96,-4.95%
927,Logi Analytics,logianalytics.com,http://www.linkedin.com/company/logixml,Mc Lean,VA,,703-752-9700,,,,200,190,-5.00%
928,Amber Road,amberroad.com,http://www.linkedin.com/company/amber-road,East Rutherford,NJ,,201-935-8588,,,Cross Atlantic,647,618,-4.48%
929,Lithium Platform,lithium.com,http://www.linkedin.com/company/lithium-technologies,San Francisco,CA,,415-757-3100,,,NEA/Benchmark/Emergence,619,591,-4.52%
930,PCA Predict,pcapredict.com,http://www.linkedin.com/company/postcode-anywhere,Bellevue,WA,,866-838-9075,,,,135,128,-5.19%
931,eZ Platform,ez.no,https://www.linkedin.com/company/ez-systems,Porsgrunn,,,47 35 58 70 20,,,,114,108,-5.26%
932,Jelli,jelli.com,https://www.linkedin.com/company/jelli-inc/,San Mateo,CA,,,,,,56,53,-5.36%
933,Curalate,curalate.com,http://www.linkedin.com/company/curalate/,Philadelphia,PA,,855-223-1459,,,,112,106,-5.36%
934,Green Cloud,gogreencloud.com,http://www.linkedin.com/company/green-cloud-technologies-inc-,Greenville,SC,,864-214-0913,,,,74,70,-5.41%
935,Traackr,traackr.com,http://www.linkedin.com/company/traackr,San Francisco,CA,,855-872-2253,,,,71,67,-5.63%
936,GotPrint,gotprint.com,http://www.linkedin.com/company/gotprint,Burbank,CA,,818-252-3000,,,,126,119,-5.56%
937,SurveyGizmo,surveygizmo.com,http://www.linkedin.com/company/survey-gizmo,Boulder,CO,,720-496-2990,,https://www.successharbor.com/get-270000-customers/,Bill Flagg,106,100,-5.66%
938,Lotame,Lotame.com,http://www.linkedin.com/company/lotame,Columbia,MD,,,,,Sozo/Emergence,142,134,-5.63%
939,Onshape,onshape.com,http://www.linkedin.com/company/onshape-inc,Cambridge,MA,,617-674-1860,,,,105,99,-5.71%
940,InfusionSoft,infusionsoft.com,http://www.linkedin.com/company/infusionsoft,Chandler,AZ,,480-499-6500,,,Bain/Mohr,709,673,-5.08%
941,SailThru,sailthru.com,http://www.linkedin.com/company/sailthru,New York,NY,,,,,,172,162,-5.81%
942,Telmetrics,telmetrics.com,http://www.linkedin.com/company/telmetrics,Mississauga,ON,,905-219-8200,,,,84,79,-5.95%
943,Changepoint,changepoint.com,http://www.linkedin.com/company/changepoint,Seattle,WA,,313.227.7300,,,,208,196,-5.77%
944,PageUp,pageup.com,https://www.linkedin.com/company/pageup/,Melbourne,VIC,AUS,61 (0)3 8677 3777,,,Battery Ventures,225,212,-5.78%
945,Vidyard,vidyard.com,http://www.linkedin.com/company/vidyard,Kitchener,ON,,226.647.0993,,,Y Combinator/Bessemer/Battery,242,228,-5.79%
946,On-Site,on-site.com,https://www.linkedin.com/company/on-site-com,Campbell,CA,,866-266-7483,,,,133,125,-6.02%
947,Clicktale,clicktale.com,http://www.linkedin.com/company/clicktale,Houston,TX,,415-651-4291,,,KKR/Amadeaus,293,276,-5.80%
948,LiveIntent,LiveIntent.com,https://www.linkedin.com/company/liveintent-inc-,New York,NY,,,,,,182,171,-6.04%
949,UXPin,uxpin.com,http://www.linkedin.com/company/uxpin,Mountain View,CA,,,,,,64,60,-6.25%
950,Domo,domo.com,https://www.linkedin.com/company/domo-inc-,American Fork,UT,,801-899-1000,,,Blackrock/IVP,1010,959,-5.05%
951,Media Temple,mediatemple.net,http://www.linkedin.com/company/media-temple,Los Angeles,CA,,310-841-5500,,,,163,153,-6.13%
952,SnapLogic,snaplogic.com,https://www.linkedin.com/company/snaplogic,San Mateo,CA,,888-494-1570,,,,179,168,-6.15%
953,Yammer,yammer.com,http://www.linkedin.com/company/yammer-inc,San Francisco,CA,,415.796.7401,,,,144,135,-6.25%
954,Rubicon Project,rubiconproject.com,http://www.linkedin.com/company/the-rubicon-project,Playa Vista,CA,,310-207-0272,,,Mayfield/Clearstone,527,497,-5.69%
955,MediaValet,mediavalet.com,http://www.linkedin.com/company/mediavalet,Vancouver,BC,,877.688.2321,,,,47,44,-6.38%
956,inDinero,indinero.com,https://www.linkedin.com/company/indinero,San Francisco,CA,USA,,,,Y Combinator,152,142,-6.58%
957,Treehouse,teamtreehouse.com,http://www.linkedin.com/company/treehouse-island-inc-,Orlando,FL,,,,https://growtheverywhere.com/growth-everywhere-interview/ryan-carson/,,167,156,-6.59%
958,Miva,miva.com,https://www.linkedin.com/company/miva-merchant,San Diego,CA,,,,,,120,112,-6.67%
959,Onstream Webinars,onstreammedia.com,http://www.linkedin.com/company/onstream-media,Pompano Beach,FL,,954.917.6655,,,,59,55,-6.78%
960,Nexonia Expenses,nexonia.com,http://www.linkedin.com/company/nexonia-inc-,Toronto,ON,,416-480-0688,,,,72,67,-6.94%
961,Vision Critical,visioncritical.com,http://www.linkedin.com/company/vision-critical,Vancouver,BC,,604-647-1980,,,Georgian Partners,622,584,-6.11%
962,Prezi,prezi.com,http://www.linkedin.com/company/prezi,San Francisco,CA,,415.398.8012,,,Accel/Sunstone,370,346,-6.49%
963,Brightidea,Brightidea.com,http://www.linkedin.com/company/brightidea,San Francisco,CA,,,,,,85,79,-7.06%
964,Ceterus,Ceterus.com,https://www.linkedin.com/company/ceterus/,Charleston,SC,,,,,,143,133,-6.99%
965,timetrade,timetrade.com,https://www.linkedin.com/company/timetrade-systems-inc.,Tewksbury,MA,,978.654.6800,,,,112,104,-7.14%
966,SiteSpect,sitespect.com,https://www.linkedin.com/company/sitespect-inc-,Boston,MA,,617.859.1900,,,,81,75,-7.41%
967,VNC Connect,realvnc.com,http://www.linkedin.com/company/realvnc,Cambridge,UK,,44-800-888-6410,,,,95,88,-7.37%
968,Skyword,skyword.com,https://www.linkedin.com/company/skyword-inc-,Boston,MA,,855-759-9673,,,Cox Media,330,307,-6.97%
969,SiteCompli,SiteCompli.com,https://www.linkedin.com/company/sitecompli,New York,NY,USA,,,,DMGT,66,61,-7.58%
970,Brandwatch,brandwatch.com,http://www.linkedin.com/company/brandwatch,Brighton,UK,,44-127-323-4290,,,Partech/Nauta,445,414,-6.97%
971,Technolutions Slate,technolutions.com,http://www.linkedin.com/company/technolutions,New Haven,CT,,,,,,52,48,-7.69%
972,DialogTech,dialogtech.com,http://www.linkedin.com/company/dialogtech,Chicago,IL,,,,,,200,185,-7.50%
973,Askuity,askuity.com,https://www.linkedin.com/company/askuity,Toronto,ON,,416-583-5830,,,dunnhumby,51,47,-7.84%
974,Confluence,Confluence.com,http://www.linkedin.com/company/confluence-technologies,Pittsburgh,PA,,,,,Polaris,323,299,-7.43%
975,Maximizer Software,maximizer.com,https://www.linkedin.com/company/maximizer-software-inc,Vancouver,BC,,604-601-8000,,,,155,143,-7.74%
976,Wyng,wyng.com,https://www.linkedin.com/company/wyng,New York,NY,,646.435.0555,,,,50,46,-8.00%
977,FieldAware,fieldaware.com,http://www.linkedin.com/company/fieldaware,Plano,TX,,972-704-1266,,,,88,81,-7.95%
978,Evergage,evergage.com,http://www.linkedin.com/company/evergage,Somerville,MA,,(888) 310-0589,,,Arrowroot/G20,101,93,-7.92%
979,PaySimple,paysimple.com,http://www.linkedin.com/company/paysimple,Denver,CO,,800.466.0992,,,Providence/Susquehanna,114,105,-7.89%
980,Synthesio,synthesio.com,http://www.linkedin.com/company/synthesio,New York,NY,,646-760-0000,,,,139,128,-7.91%
981,Marchex,marchex.com,http://www.linkedin.com/company/marchex,Seattle,WA,,,,,,272,251,-7.72%
982,Marketwired,marketwired.com,http://www.linkedin.com/company/marketwired,Toronto,ON,,,,,,124,114,-8.06%
983,Searchmetrics,searchmetrics.com,http://www.linkedin.com/company/searchmetrics-inc,San Mateo,CA,,866-411-9494,,,,223,205,-8.07%
984,SitePoint Premium,sitepoint.com,http://www.linkedin.com/company/sitepoint,Collingwood,,,,,,,71,65,-8.45%
985,Arcadia Data,arcadiadata.com,https://www.linkedin.com/company/arcadia-data-inc-,San Mateo,CA,,415-680-3535,,,Mayfield,71,65,-8.45%
986,MapR,mapr.com,http://www.linkedin.com/company/mapr-technologies,San Jose,CA,,408-914-2390,,,SVB,549,507,-7.65%
987,GenieBelt,geniebelt.com,https://www.linkedin.com/company/geniebelt,Copenhagen,DEN,,,,,Solar,58,53,-8.62%
988,Spiceworks,spiceworks.com,http://www.linkedin.com/company/spiceworks,Austin,TX,,512-346-7743,,,IVP/Austin,389,358,-7.97%
989,9Lenses,9Lenses.com,http://www.linkedin.com/company/9lenses,Vienna,VA,,,,,CEB/Kinetic,46,42,-8.70%
990,DoubleDutch,doubledutch.me,http://www.linkedin.com/company/doubledutch,San Francisco,CA,,,,,,92,84,-8.70%
991,Insightly,insightly.com,http://www.linkedin.com/company/insightly,San Francisco,CA,,888-999-4039,,,Emergence/Cloud Apps,152,139,-8.55%
992,Photobucket,photobucket.com,http://www.linkedin.com/company/photobucket,Denver,CO,,,,,,92,84,-8.70%
993,Recruiterbox,recruiterbox.com,http://www.linkedin.com/company/recruiterbox.com,San Francisco,CA,,415-758-2012,,,,45,41,-8.89%
994,Shmoop,shmoop.com,http://www.linkedin.com/company/shmoop,Los Altos,CA,,,,,,136,124,-8.82%
995,Apto,apto.com,https://www.linkedin.com/company/apto-crm,Denver,CO,,720-669-1055,,,Mercury/Adams,89,81,-8.99%
996,IQNavigator,beeline.com,https://www.linkedin.com/company/iqnavigator,Centennial,CO,,,,,Baker/Sequel,143,130,-9.09%
997,Classy,classy.org,http://www.linkedin.com/company/stayclassy,San Diego,CA,,619-961-1892,,,,284,259,-8.80%
998,TINYpulse Engage,tinypulse.com,http://www.linkedin.com/company/tinyhr,Seattle,WA,,206.489.2523,,,,119,108,-9.24%
999,Code42,code42.com,https://www.linkedin.com/company/code-42-software-inc,Minneapolis,MN,,612.333.4242,,,NEA/Accel,562,515,-8.36%
1000,Northplains Telescope,northplains.com,https://www.linkedin.com/company/north-plains-systems,Toronto,ON,,416.345.1900,,,,63,57,-9.52%
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
